% Matthews et al. 2007 Fig. 3 karri_PMC data digitized
day;fm
88.69050016085089; 12.468702900118842
90.25892589703963; 13.254788755059508
89.99132185342009; 6.092185738203398
91.7207323483351; 15.080310023419884
92.25706425252412; 10.410359790890766
93.5973307266245; 16.363324110637564
94.19816727710557; 11.805523111284288
95.22785040394643; 15.425440381192516
96.51368875007066; 17.984194975345304
97.19683559225118; 11.041104315440634
98.58885780216602; 11.845130302778784
100.05874866375927; 11.36351785620343
101.61028670973582; 15.040381235071436
102.2403662095503; 13.716570100893705
103.48692526678312; 14.311021785737239
105.04287013436479; 16.503513627407415
106.42355334946254; 16.02921116195455
107.15438998377005; 11.359942206971255
107.50119864739628; 43.936857211193455
107.49674645214799; 33.262719103427
107.4922942568997; 22.58858099566055
108.4614052455554; 116.43114669663328
108.1058877111181; 177.84877165408136
108.37897495991882; 127.6664600305561
108.09070977277165; 141.459664468514
109.70736820063647; 97.32102519713135
109.38158620154587; 111.23937735821426
110.66463055131192; 62.24168082575159
111.41323636649705; 88.87740458536916
111.26728362492017; 26.79354449265952
112.16342765203845; 84.06884399299065
112.42768760463261; 49.273926265076625
112.3119979856809; 64.31475723511119
113.07726963710795; 89.78713226500838
113.66732348876357; 24.132361300502907
113.95081058207285; 45.87760959442369
114.02463157702294; 76.66009878399245
114.43954019682792; 66.25550961834142
114.49175230473963; 26.95527385792866
115.04807433826414; 44.90723340280863
115.36441148376252; 145.4104818200899
115.17010496256944; 90.75750845662344
115.33584804931249; 76.92964772610787
115.48843692282193; 113.80394300748276
115.48398472757364; 103.12980489971642
116.31911680081325; 131.6137767465201
116.5638646850455; 159.16902996549015
117.01999208823241; 167.1746335463149
117.26652228148069; 100.3157139440325
117.5547277205531; 133.37319620505457
117.76738750116252; 149.78872677987727
118.33033386155645; 117.83100420268556
118.21309946576864; 67.03181057163351
119.03151702969518; 55.44274634034434
119.1874016841027; 100.21867632487101
119.82238666229179; 87.46002639807944
120.48114666291787; 22.049483111429936
120.13450503691996; 68.19626200157165
120.5388959075967; 50.85078757645124
120.94399508206294; 35.203471486657236
121.97978725104142; 23.920602017947203
123.3932581899609; 40.90250626280965
122.94029871964113; 51.45727269621068
122.94596514995715; 65.04253937882254
123.24986120440454; 26.06576234894817
